group,key,value,units,classification,declared_source,source,qualification
BC 활성,bcGlobal.kinetics.channels[1].activation_energy_J_per_mol[5],150000,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8b_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:210,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[1].activation_energy_J_per_mol[6],190000,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8b_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:211,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[1].activation_energy_J_per_mol[7],220000,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8b_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:212,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[1].activation_energy_J_per_mol[8],190000,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8b_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:213,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[1].activation_energy_J_per_mol[9],150000,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8b_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:214,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[1].activation_energy_J_per_mol[10],150000,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8b_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:215,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[1].ln_Af_per_s[0],19.0,ln(Af / s⁻¹),물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8b_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:217,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[1].ln_Af_per_s[1],19.0,ln(Af / s⁻¹),물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8b_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:218,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[1].ln_Af_per_s[2],18.5,ln(Af / s⁻¹),물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8b_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:219,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[1].ln_Af_per_s[3],18.0,ln(Af / s⁻¹),물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8b_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:220,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[1].ln_Af_per_s[4],18.0,ln(Af / s⁻¹),물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8b_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:221,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[1].ln_Af_per_s[5],20.0,ln(Af / s⁻¹),물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8b_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:222,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[1].ln_Af_per_s[6],26.0,ln(Af / s⁻¹),물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8b_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:223,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[1].ln_Af_per_s[7],29.9,ln(Af / s⁻¹),물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8b_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:224,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[1].ln_Af_per_s[8],26.0,ln(Af / s⁻¹),물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8b_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:225,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[1].ln_Af_per_s[9],18.0,ln(Af / s⁻¹),물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8b_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:226,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[1].ln_Af_per_s[10],18.0,ln(Af / s⁻¹),물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8b_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:227,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[1].heat_release_J_per_kg,1162000.0,J/kg,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8b_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:228,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.onsetCriterion.temperature_K,523.15,K,모델 선택/가정,status: operational_threshold_pending_experimental_calibration,config/nsga2_bc_reactive_a100_cpu8.yaml:230,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.onsetCriterion.minimum_progress,0.01,키/정의 참조,모델 선택/가정,status: operational_threshold_pending_experimental_calibration,config/nsga2_bc_reactive_a100_cpu8.yaml:231,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.onsetCriterion.minimum_area_fraction,0.01,키 정의 확인(주로 무차원),모델 선택/가정,status: operational_threshold_pending_experimental_calibration,config/nsga2_bc_reactive_a100_cpu8.yaml:232,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.onsetCriterion.status,"""operational_threshold_pending_experimental_calibration""",키/정의 참조,출처/의미/상태 메타데이터,status: operational_threshold_pending_experimental_calibration,config/nsga2_bc_reactive_a100_cpu8.yaml:233,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.thermal.density_kg_per_m3,null,kg/m³,모델 선택/가정,,config/nsga2_bc_reactive_a100_cpu8.yaml:235,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.thermal.heat_capacity.mode,"""table""",키/정의 참조,모델 선택/가정,provenance: literature_nominal_pending_DSC_specific_heat,config/nsga2_bc_reactive_a100_cpu8.yaml:237,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.thermal.heat_capacity.temperature_K[0],298.15,K,수치 설정/제한,provenance: literature_nominal_pending_DSC_specific_heat,config/nsga2_bc_reactive_a100_cpu8.yaml:239,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.thermal.heat_capacity.temperature_K[1],373.15,K,수치 설정/제한,provenance: literature_nominal_pending_DSC_specific_heat,config/nsga2_bc_reactive_a100_cpu8.yaml:240,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.thermal.heat_capacity.temperature_K[2],473.15,K,수치 설정/제한,provenance: literature_nominal_pending_DSC_specific_heat,config/nsga2_bc_reactive_a100_cpu8.yaml:241,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.thermal.heat_capacity.temperature_K[3],573.15,K,수치 설정/제한,provenance: literature_nominal_pending_DSC_specific_heat,config/nsga2_bc_reactive_a100_cpu8.yaml:242,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.thermal.heat_capacity.temperature_K[4],773.15,K,수치 설정/제한,provenance: literature_nominal_pending_DSC_specific_heat,config/nsga2_bc_reactive_a100_cpu8.yaml:243,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.thermal.heat_capacity.values[0],2200.0,J/(kg K),수치 설정/제한,provenance: literature_nominal_pending_DSC_specific_heat,config/nsga2_bc_reactive_a100_cpu8.yaml:245,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.thermal.heat_capacity.values[1],2250.0,J/(kg K),수치 설정/제한,provenance: literature_nominal_pending_DSC_specific_heat,config/nsga2_bc_reactive_a100_cpu8.yaml:246,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.thermal.heat_capacity.values[2],2350.0,J/(kg K),수치 설정/제한,provenance: literature_nominal_pending_DSC_specific_heat,config/nsga2_bc_reactive_a100_cpu8.yaml:247,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.thermal.heat_capacity.values[3],2500.0,J/(kg K),수치 설정/제한,provenance: literature_nominal_pending_DSC_specific_heat,config/nsga2_bc_reactive_a100_cpu8.yaml:248,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.thermal.heat_capacity.values[4],2700.0,J/(kg K),수치 설정/제한,provenance: literature_nominal_pending_DSC_specific_heat,config/nsga2_bc_reactive_a100_cpu8.yaml:249,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.thermal.heat_capacity.provenance,"""literature_nominal_pending_DSC_specific_heat""",키/정의 참조,출처/의미/상태 메타데이터,provenance: literature_nominal_pending_DSC_specific_heat,config/nsga2_bc_reactive_a100_cpu8.yaml:250,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.thermal.thermal_conductivity.mode,"""table""",S/m 또는 W/(m K): 키 문맥,모델 선택/가정,provenance: literature_nominal_pending_LFA_or_TPS,config/nsga2_bc_reactive_a100_cpu8.yaml:252,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.thermal.thermal_conductivity.temperature_K[0],298.15,K,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,provenance: literature_nominal_pending_LFA_or_TPS,config/nsga2_bc_reactive_a100_cpu8.yaml:254,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.thermal.thermal_conductivity.temperature_K[1],373.15,K,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,provenance: literature_nominal_pending_LFA_or_TPS,config/nsga2_bc_reactive_a100_cpu8.yaml:255,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.thermal.thermal_conductivity.temperature_K[2],473.15,K,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,provenance: literature_nominal_pending_LFA_or_TPS,config/nsga2_bc_reactive_a100_cpu8.yaml:256,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.thermal.thermal_conductivity.temperature_K[3],573.15,K,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,provenance: literature_nominal_pending_LFA_or_TPS,config/nsga2_bc_reactive_a100_cpu8.yaml:257,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.thermal.thermal_conductivity.temperature_K[4],773.15,K,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,provenance: literature_nominal_pending_LFA_or_TPS,config/nsga2_bc_reactive_a100_cpu8.yaml:258,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.thermal.thermal_conductivity.values[0],0.4,W/(m K),물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,provenance: literature_nominal_pending_LFA_or_TPS,config/nsga2_bc_reactive_a100_cpu8.yaml:260,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.thermal.thermal_conductivity.values[1],0.39,W/(m K),물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,provenance: literature_nominal_pending_LFA_or_TPS,config/nsga2_bc_reactive_a100_cpu8.yaml:261,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.thermal.thermal_conductivity.values[2],0.37,W/(m K),물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,provenance: literature_nominal_pending_LFA_or_TPS,config/nsga2_bc_reactive_a100_cpu8.yaml:262,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.thermal.thermal_conductivity.values[3],0.35,W/(m K),물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,provenance: literature_nominal_pending_LFA_or_TPS,config/nsga2_bc_reactive_a100_cpu8.yaml:263,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.thermal.thermal_conductivity.values[4],0.32,W/(m K),물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,provenance: literature_nominal_pending_LFA_or_TPS,config/nsga2_bc_reactive_a100_cpu8.yaml:264,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.thermal.thermal_conductivity.provenance,"""literature_nominal_pending_LFA_or_TPS""",S/m 또는 W/(m K): 키 문맥,출처/의미/상태 메타데이터,provenance: literature_nominal_pending_LFA_or_TPS,config/nsga2_bc_reactive_a100_cpu8.yaml:265,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.thermal.initialTemperature_K,298.15,K,운영/초기/기하 조건(수분·두께 등 측정 필요),,config/nsga2_bc_reactive_a100_cpu8.yaml:266,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.thermal.ambientTemperature_K,298.15,K,운영/초기/기하 조건(수분·두께 등 측정 필요),,config/nsga2_bc_reactive_a100_cpu8.yaml:267,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.thermal.convectionCoefficient_W_per_m2K,12.0,W/(m² K),물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/nsga2_bc_reactive_a100_cpu8.yaml:268,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.thermal.emissivity,0.85,1,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/nsga2_bc_reactive_a100_cpu8.yaml:269,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.thermal.stefanBoltzmann_W_per_m2K4,5.670374419e-08,키/정의 참조,상수/화학종·반응 정의(반응 정의는 별도 검증 필요),,config/nsga2_bc_reactive_a100_cpu8.yaml:270,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.thermal.minimumTemperature_K,250.0,K,수치 설정/제한,,config/nsga2_bc_reactive_a100_cpu8.yaml:271,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.thermal.maximumTemperature_K,2500.0,K,수치 설정/제한,,config/nsga2_bc_reactive_a100_cpu8.yaml:272,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
후속 모델/운영/최적화,post_onset.backend,"""reactive_euler""",키/정의 참조,기타 입력,,config/nsga2_bc_reactive_a100_cpu8.yaml:351,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,post_onset.compare_backends,true,키/정의 참조,모델 선택/가정,,config/nsga2_bc_reactive_a100_cpu8.yaml:352,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,post_onset.allow_experimental_ranking,true,키/정의 참조,모델 선택/가정,,config/nsga2_bc_reactive_a100_cpu8.yaml:353,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,post_onset.reactive_euler.eos.A_Pa,101325.0,Pa,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,"provenance: ASSUMED_NOT_FROM_PAPER; inherited v8.3 example, not measured ECSP Tait coefficients; rho0 defaults to resolved BC density",config/nsga2_bc_reactive_a100_cpu8.yaml:356,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,post_onset.reactive_euler.eos.B_Pa,2000000000.0,Pa,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,"provenance: ASSUMED_NOT_FROM_PAPER; inherited v8.3 example, not measured ECSP Tait coefficients; rho0 defaults to resolved BC density",config/nsga2_bc_reactive_a100_cpu8.yaml:357,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,post_onset.reactive_euler.eos.N,7.0,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,"provenance: ASSUMED_NOT_FROM_PAPER; inherited v8.3 example, not measured ECSP Tait coefficients; rho0 defaults to resolved BC density",config/nsga2_bc_reactive_a100_cpu8.yaml:358,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,post_onset.reactive_euler.eos.rho0_kg_per_m3,null,키/정의 참조,모델 선택/가정,"provenance: ASSUMED_NOT_FROM_PAPER; inherited v8.3 example, not measured ECSP Tait coefficients; rho0 defaults to resolved BC density",config/nsga2_bc_reactive_a100_cpu8.yaml:359,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,post_onset.reactive_euler.eos.provenance,"""ASSUMED_NOT_FROM_PAPER; inherited v8.3 example, not measured ECSP Tait coefficients; rho0 defaults to resolved BC density""",키/정의 참조,출처/의미/상태 메타데이터,"provenance: ASSUMED_NOT_FROM_PAPER; inherited v8.3 example, not measured ECSP Tait coefficients; rho0 defaults to resolved BC density",config/nsga2_bc_reactive_a100_cpu8.yaml:360,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,post_onset.reactive_euler.caloric_closure,"""bc_cp_integral_plus_tait_cold_energy""",키/정의 참조,기타 입력,,config/nsga2_bc_reactive_a100_cpu8.yaml:362,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,post_onset.reactive_euler.boundary,"""reflective""",키/정의 참조,기타 입력,,config/nsga2_bc_reactive_a100_cpu8.yaml:363,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,post_onset.reactive_euler.riemann_solver,"""hllc""",키/정의 참조,기타 입력,,config/nsga2_bc_reactive_a100_cpu8.yaml:364,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,post_onset.reactive_euler.weno_epsilon,1e-06,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/nsga2_bc_reactive_a100_cpu8.yaml:365,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,post_onset.reactive_euler.cfl,0.35,키/정의 참조,수치 설정/제한,,config/nsga2_bc_reactive_a100_cpu8.yaml:366,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,post_onset.reactive_euler.thermal_cfl,0.7,키/정의 참조,수치 설정/제한,,config/nsga2_bc_reactive_a100_cpu8.yaml:367,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,post_onset.reactive_euler.maximum_channel_increment,0.02,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/nsga2_bc_reactive_a100_cpu8.yaml:368,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,post_onset.reactive_euler.stationary_mechanics_fast_path,true,키/정의 참조,모델 선택/가정,,config/nsga2_bc_reactive_a100_cpu8.yaml:369,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,post_onset.reactive_euler.maximum_time_steps,100000,키/정의 참조,수치 설정/제한,,config/nsga2_bc_reactive_a100_cpu8.yaml:370,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,post_onset.reactive_euler.maximum_step_retries,12,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/nsga2_bc_reactive_a100_cpu8.yaml:371,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,post_onset.reactive_euler.minimum_time_step_s,1e-14,s,수치 설정/제한,,config/nsga2_bc_reactive_a100_cpu8.yaml:372,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,post_onset.reactive_euler.mass_budget_relative_tolerance,1e-10,키/정의 참조,수치 설정/제한,,config/nsga2_bc_reactive_a100_cpu8.yaml:373,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,post_onset.reactive_euler.energy_budget_relative_tolerance,1e-09,키/정의 참조,수치 설정/제한,,config/nsga2_bc_reactive_a100_cpu8.yaml:374,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,post_onset.reactive_euler.interpretation,"""single condensed continuum; no thermal pressure source in barotropic Tait; retain BC Fourier conduction; no gas mass transfer""",키/정의 참조,출처/의미/상태 메타데이터,,config/nsga2_bc_reactive_a100_cpu8.yaml:375,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,post_onset.note,"""Experimental FP64 tensor continuation on A100; CPU workers run paired baseline; no gas CFD or hardware speedup claim. All physical coefficients unchanged from v8.4.0.""",키/정의 참조,출처/의미/상태 메타데이터,,config/nsga2_bc_reactive_a100_cpu8.yaml:377,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,post_onset.execution.backend,"""torch_batch""",키/정의 참조,기타 입력,,config/nsga2_bc_reactive_a100_cpu8.yaml:381,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,post_onset.execution.device,"""cuda""",키/정의 참조,기타 입력,,config/nsga2_bc_reactive_a100_cpu8.yaml:382,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,post_onset.execution.batch_size,8,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/nsga2_bc_reactive_a100_cpu8.yaml:383,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,post_onset.execution.cuda_graph,false,키/정의 참조,모델 선택/가정,,config/nsga2_bc_reactive_a100_cpu8.yaml:384,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,post_onset.execution.cpu_budget,8,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/nsga2_bc_reactive_a100_cpu8.yaml:385,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,post_onset.execution.host_reserve,2,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/nsga2_bc_reactive_a100_cpu8.yaml:386,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,post_onset.execution.cpu_workers,6,키/정의 참조,수치 설정/제한,,config/nsga2_bc_reactive_a100_cpu8.yaml:387,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,post_onset.execution.torch_threads,1,키/정의 참조,수치 설정/제한,,config/nsga2_bc_reactive_a100_cpu8.yaml:388,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,post_onset.execution.maximum_batch_working_bytes,8589934592,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/nsga2_bc_reactive_a100_cpu8.yaml:389,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,post_onset.execution.maximum_batch_history_bytes,8589934592,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/nsga2_bc_reactive_a100_cpu8.yaml:390,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,post_onset.execution.oom_split_retry,true,키/정의 참조,모델 선택/가정,,config/nsga2_bc_reactive_a100_cpu8.yaml:391,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,propagation_refinement.enabled,true,키/정의 참조,모델 선택/가정,,config/nsga2_bc_reactive_a100_cpu8.yaml:274,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,propagation_refinement.selection.maximum_pareto_candidates,50,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/nsga2_bc_reactive_a100_cpu8.yaml:276,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,propagation_refinement.selection.additional_fraction,0.15,키 정의 확인(주로 무차원),물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/nsga2_bc_reactive_a100_cpu8.yaml:277,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,propagation_refinement.selection.minimum_additional_candidates,4,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/nsga2_bc_reactive_a100_cpu8.yaml:278,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,propagation_refinement.selection.maximum_total_candidates,60,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/nsga2_bc_reactive_a100_cpu8.yaml:279,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,propagation_refinement.selection.source,"""preflame_pareto_plus_near_pareto_max_diversity""",키/정의 참조,출처/의미/상태 메타데이터,,config/nsga2_bc_reactive_a100_cpu8.yaml:280,측정값·수치설정·알고리즘 선호를 구분
